SCR,Surface,Control,Operation ID,Method,Path,Request DTO,Response DTO,Field,Type,Format,Required,Nullable,ReadOnly,WriteOnly,Enum/Limits,Default,Patch Semantics,Version Semantics,Permission,Capability/Relation,Stable Errors,UI State,Validation Message,Source
SCR-022,Быстрое создание задачи,Серия повторения · Read-only value,POST_api_v1_tasks,POST,/api/v1/tasks,TaskCreate,Task,recurrenceSeriesId,string|null,uuid,False,True,True,False,—,—,response-only,—,Task.Create,Task.Create,AUTHENTICATION_REQUIRED;CALENDAR_RANGE_TOO_LARGE;DEPENDENCY_CYCLE;DEVICE_REVOKED;DUPLICATE_RESOURCE;FILE_ACCESS_DENIED;FILE_NO_LOCATION;FORBIDDEN;IDEMPOTENCY_KEY_REUSED;INVALID_CREDENTIALS;INVALID_STATE_TRANSITION;MALFORMED_JSON;OBJECT_ARCHIVED;OBJECT_DELETED;RECURRENCE_OCCURRENCE_EXISTS;RECURRENCE_RULE_INVALID;REFRESH_TOKEN_REUSE;SEARCH_CURSOR_INVALID;SESSION_EXPIRED;SESSION_REVOKED;SUBTASK_DEPTH_EXCEEDED;SYNC_SCOPE_CHANGED;UNSAFE_FILE_TYPE;UNSAFE_PATH;VALIDATION_FAILED;VERSION_CONFLICT,"read-only, clearable-null",Не редактируется; значение отображается из ответа сервера.,dto_field_catalog.csv:Task.recurrenceSeriesId; openapi.yaml operation POST_api_v1_tasks
SCR-022,Быстрое создание задачи,Постановщик · Entity picker,POST_api_v1_tasks,POST,/api/v1/tasks,TaskCreate,Task,requesterUserId,string|null,uuid,False,True,False,False,—,—,full command payload,—,Task.Create,Task.Create,AUTHENTICATION_REQUIRED;CALENDAR_RANGE_TOO_LARGE;DEPENDENCY_CYCLE;DEVICE_REVOKED;DUPLICATE_RESOURCE;FILE_ACCESS_DENIED;FILE_NO_LOCATION;FORBIDDEN;IDEMPOTENCY_KEY_REUSED;INVALID_CREDENTIALS;INVALID_STATE_TRANSITION;MALFORMED_JSON;OBJECT_ARCHIVED;OBJECT_DELETED;RECURRENCE_OCCURRENCE_EXISTS;RECURRENCE_RULE_INVALID;REFRESH_TOKEN_REUSE;SEARCH_CURSOR_INVALID;SESSION_EXPIRED;SESSION_REVOKED;SUBTASK_DEPTH_EXCEEDED;SYNC_SCOPE_CHANGED;UNSAFE_FILE_TYPE;UNSAFE_PATH;VALIDATION_FAILED;VERSION_CONFLICT,"editable, clearable-null",Выберите существующий доступный объект. Поле можно очистить явным значением null.,dto_field_catalog.csv:TaskCreate.requesterUserId; openapi.yaml operation POST_api_v1_tasks
SCR-022,Быстрое создание задачи,Часовой пояс расписания · TextBox,POST_api_v1_tasks,POST,/api/v1/tasks,TaskCreate,Task,scheduleTimeZone,string|null,—,False,True,False,False,maxLength=64,—,full command payload,—,Task.Create,Task.Create,AUTHENTICATION_REQUIRED;CALENDAR_RANGE_TOO_LARGE;DEPENDENCY_CYCLE;DEVICE_REVOKED;DUPLICATE_RESOURCE;FILE_ACCESS_DENIED;FILE_NO_LOCATION;FORBIDDEN;IDEMPOTENCY_KEY_REUSED;INVALID_CREDENTIALS;INVALID_STATE_TRANSITION;MALFORMED_JSON;OBJECT_ARCHIVED;OBJECT_DELETED;RECURRENCE_OCCURRENCE_EXISTS;RECURRENCE_RULE_INVALID;REFRESH_TOKEN_REUSE;SEARCH_CURSOR_INVALID;SESSION_EXPIRED;SESSION_REVOKED;SUBTASK_DEPTH_EXCEEDED;SYNC_SCOPE_CHANGED;UNSAFE_FILE_TYPE;UNSAFE_PATH;VALIDATION_FAILED;VERSION_CONFLICT,"editable, clearable-null",Не более 64 символов. Поле можно очистить явным значением null.,dto_field_catalog.csv:TaskCreate.scheduleTimeZone; openapi.yaml operation POST_api_v1_tasks
SCR-022,Быстрое создание задачи,Дата · DatePicker,POST_api_v1_tasks,POST,/api/v1/tasks,TaskCreate,Task,scheduledDate,string|null,date,False,True,False,False,—,—,full command payload,—,Task.Create,Task.Create,AUTHENTICATION_REQUIRED;CALENDAR_RANGE_TOO_LARGE;DEPENDENCY_CYCLE;DEVICE_REVOKED;DUPLICATE_RESOURCE;FILE_ACCESS_DENIED;FILE_NO_LOCATION;FORBIDDEN;IDEMPOTENCY_KEY_REUSED;INVALID_CREDENTIALS;INVALID_STATE_TRANSITION;MALFORMED_JSON;OBJECT_ARCHIVED;OBJECT_DELETED;RECURRENCE_OCCURRENCE_EXISTS;RECURRENCE_RULE_INVALID;REFRESH_TOKEN_REUSE;SEARCH_CURSOR_INVALID;SESSION_EXPIRED;SESSION_REVOKED;SUBTASK_DEPTH_EXCEEDED;SYNC_SCOPE_CHANGED;UNSAFE_FILE_TYPE;UNSAFE_PATH;VALIDATION_FAILED;VERSION_CONFLICT,"editable, clearable-null",Укажите корректную дату. Поле можно очистить явным значением null.,dto_field_catalog.csv:TaskCreate.scheduledDate; openapi.yaml operation POST_api_v1_tasks
SCR-022,Быстрое создание задачи,Начало UTC · Read-only value,POST_api_v1_tasks,POST,/api/v1/tasks,TaskCreate,Task,startAtUtc,string|null,date-time,False,True,True,False,—,—,response-only,—,Task.Create,Task.Create,AUTHENTICATION_REQUIRED;CALENDAR_RANGE_TOO_LARGE;DEPENDENCY_CYCLE;DEVICE_REVOKED;DUPLICATE_RESOURCE;FILE_ACCESS_DENIED;FILE_NO_LOCATION;FORBIDDEN;IDEMPOTENCY_KEY_REUSED;INVALID_CREDENTIALS;INVALID_STATE_TRANSITION;MALFORMED_JSON;OBJECT_ARCHIVED;OBJECT_DELETED;RECURRENCE_OCCURRENCE_EXISTS;RECURRENCE_RULE_INVALID;REFRESH_TOKEN_REUSE;SEARCH_CURSOR_INVALID;SESSION_EXPIRED;SESSION_REVOKED;SUBTASK_DEPTH_EXCEEDED;SYNC_SCOPE_CHANGED;UNSAFE_FILE_TYPE;UNSAFE_PATH;VALIDATION_FAILED;VERSION_CONFLICT,"read-only, clearable-null",Не редактируется; значение отображается из ответа сервера.,dto_field_catalog.csv:Task.startAtUtc; openapi.yaml operation POST_api_v1_tasks
SCR-022,Быстрое создание задачи,Время начала · TimePicker,POST_api_v1_tasks,POST,/api/v1/tasks,TaskCreate,Task,startTimeLocal,string|null,time,False,True,False,False,—,—,full command payload,—,Task.Create,Task.Create,AUTHENTICATION_REQUIRED;CALENDAR_RANGE_TOO_LARGE;DEPENDENCY_CYCLE;DEVICE_REVOKED;DUPLICATE_RESOURCE;FILE_ACCESS_DENIED;FILE_NO_LOCATION;FORBIDDEN;IDEMPOTENCY_KEY_REUSED;INVALID_CREDENTIALS;INVALID_STATE_TRANSITION;MALFORMED_JSON;OBJECT_ARCHIVED;OBJECT_DELETED;RECURRENCE_OCCURRENCE_EXISTS;RECURRENCE_RULE_INVALID;REFRESH_TOKEN_REUSE;SEARCH_CURSOR_INVALID;SESSION_EXPIRED;SESSION_REVOKED;SUBTASK_DEPTH_EXCEEDED;SYNC_SCOPE_CHANGED;UNSAFE_FILE_TYPE;UNSAFE_PATH;VALIDATION_FAILED;VERSION_CONFLICT,"editable, clearable-null",Укажите корректное локальное время. Поле можно очистить явным значением null.,dto_field_catalog.csv:TaskCreate.startTimeLocal; openapi.yaml operation POST_api_v1_tasks
SCR-022,Быстрое создание задачи,Статус · ComboBox,POST_api_v1_tasks,POST,/api/v1/tasks,TaskCreate,Task,status,string,—,False,False,False,False,"enum=[""new"", ""in_progress"", ""review"", ""completed"", ""cancelled""]",—,full command payload,—,Task.Create,Task.Create,AUTHENTICATION_REQUIRED;CALENDAR_RANGE_TOO_LARGE;DEPENDENCY_CYCLE;DEVICE_REVOKED;DUPLICATE_RESOURCE;FILE_ACCESS_DENIED;FILE_NO_LOCATION;FORBIDDEN;IDEMPOTENCY_KEY_REUSED;INVALID_CREDENTIALS;INVALID_STATE_TRANSITION;MALFORMED_JSON;OBJECT_ARCHIVED;OBJECT_DELETED;RECURRENCE_OCCURRENCE_EXISTS;RECURRENCE_RULE_INVALID;REFRESH_TOKEN_REUSE;SEARCH_CURSOR_INVALID;SESSION_EXPIRED;SESSION_REVOKED;SUBTASK_DEPTH_EXCEEDED;SYNC_SCOPE_CHANGED;UNSAFE_FILE_TYPE;UNSAFE_PATH;VALIDATION_FAILED;VERSION_CONFLICT,"editable, lifecycle-aware",Выберите значение из списка.,dto_field_catalog.csv:TaskCreate.status; openapi.yaml operation POST_api_v1_tasks
SCR-022,Быстрое создание задачи,Название · TextBox,POST_api_v1_tasks,POST,/api/v1/tasks,TaskCreate,Task,title,string,—,True,False,False,False,minLength=1; maxLength=500,—,full command payload,—,Task.Create,Task.Create,AUTHENTICATION_REQUIRED;CALENDAR_RANGE_TOO_LARGE;DEPENDENCY_CYCLE;DEVICE_REVOKED;DUPLICATE_RESOURCE;FILE_ACCESS_DENIED;FILE_NO_LOCATION;FORBIDDEN;IDEMPOTENCY_KEY_REUSED;INVALID_CREDENTIALS;INVALID_STATE_TRANSITION;MALFORMED_JSON;OBJECT_ARCHIVED;OBJECT_DELETED;RECURRENCE_OCCURRENCE_EXISTS;RECURRENCE_RULE_INVALID;REFRESH_TOKEN_REUSE;SEARCH_CURSOR_INVALID;SESSION_EXPIRED;SESSION_REVOKED;SUBTASK_DEPTH_EXCEEDED;SYNC_SCOPE_CHANGED;UNSAFE_FILE_TYPE;UNSAFE_PATH;VALIDATION_FAILED;VERSION_CONFLICT,"editable, required",Обязательное поле. Допустимо 1–500 символов.,dto_field_catalog.csv:TaskCreate.title; openapi.yaml operation POST_api_v1_tasks
SCR-022,Быстрое создание задачи,Изменено · Read-only value,POST_api_v1_tasks,POST,/api/v1/tasks,TaskCreate,Task,updatedAt,string,date-time,False,False,True,False,—,—,response-only,—,Task.Create,Task.Create,AUTHENTICATION_REQUIRED;CALENDAR_RANGE_TOO_LARGE;DEPENDENCY_CYCLE;DEVICE_REVOKED;DUPLICATE_RESOURCE;FILE_ACCESS_DENIED;FILE_NO_LOCATION;FORBIDDEN;IDEMPOTENCY_KEY_REUSED;INVALID_CREDENTIALS;INVALID_STATE_TRANSITION;MALFORMED_JSON;OBJECT_ARCHIVED;OBJECT_DELETED;RECURRENCE_OCCURRENCE_EXISTS;RECURRENCE_RULE_INVALID;REFRESH_TOKEN_REUSE;SEARCH_CURSOR_INVALID;SESSION_EXPIRED;SESSION_REVOKED;SUBTASK_DEPTH_EXCEEDED;SYNC_SCOPE_CHANGED;UNSAFE_FILE_TYPE;UNSAFE_PATH;VALIDATION_FAILED;VERSION_CONFLICT,read-only,Не редактируется; значение отображается из ответа сервера.,dto_field_catalog.csv:Task.updatedAt; openapi.yaml operation POST_api_v1_tasks
SCR-022,Быстрое создание задачи,Версия · Hidden concurrency token,POST_api_v1_tasks,POST,/api/v1/tasks,TaskCreate,Task,version,integer,int64,True,False,True,False,min=1; minimum=1,—,response-only,aggregate version or expected version,Task.Create,Task.Create,AUTHENTICATION_REQUIRED;CALENDAR_RANGE_TOO_LARGE;DEPENDENCY_CYCLE;DEVICE_REVOKED;DUPLICATE_RESOURCE;FILE_ACCESS_DENIED;FILE_NO_LOCATION;FORBIDDEN;IDEMPOTENCY_KEY_REUSED;INVALID_CREDENTIALS;INVALID_STATE_TRANSITION;MALFORMED_JSON;OBJECT_ARCHIVED;OBJECT_DELETED;RECURRENCE_OCCURRENCE_EXISTS;RECURRENCE_RULE_INVALID;REFRESH_TOKEN_REUSE;SEARCH_CURSOR_INVALID;SESSION_EXPIRED;SESSION_REVOKED;SUBTASK_DEPTH_EXCEEDED;SYNC_SCOPE_CHANGED;UNSAFE_FILE_TYPE;UNSAFE_PATH;VALIDATION_FAILED;VERSION_CONFLICT,"read-only, required, conflict guard",Не редактируется; значение отображается из ответа сервера.,dto_field_catalog.csv:Task.version; openapi.yaml operation POST_api_v1_tasks
SCR-022,Быстрое создание задачи,Наблюдатели · Multi-select/list editor,POST_api_v1_tasks,POST,/api/v1/tasks,TaskCreate,Task,watcherIds,array,—,False,False,False,False,maxItems=100; uniqueItems=true,—,full command payload,—,Task.Create,Task.Create,AUTHENTICATION_REQUIRED;CALENDAR_RANGE_TOO_LARGE;DEPENDENCY_CYCLE;DEVICE_REVOKED;DUPLICATE_RESOURCE;FILE_ACCESS_DENIED;FILE_NO_LOCATION;FORBIDDEN;IDEMPOTENCY_KEY_REUSED;INVALID_CREDENTIALS;INVALID_STATE_TRANSITION;MALFORMED_JSON;OBJECT_ARCHIVED;OBJECT_DELETED;RECURRENCE_OCCURRENCE_EXISTS;RECURRENCE_RULE_INVALID;REFRESH_TOKEN_REUSE;SEARCH_CURSOR_INVALID;SESSION_EXPIRED;SESSION_REVOKED;SUBTASK_DEPTH_EXCEEDED;SYNC_SCOPE_CHANGED;UNSAFE_FILE_TYPE;UNSAFE_PATH;VALIDATION_FAILED;VERSION_CONFLICT,editable,Не более 100 значений.,dto_field_catalog.csv:TaskCreate.watcherIds; openapi.yaml operation POST_api_v1_tasks
SCR-023,Полный редактор задачи,Создано · Read-only value,GET_api_v1_tasks_id,GET,/api/v1/tasks/{id},—,Task,createdAt,string,date-time,False,False,True,False,—,—,response-only,—,Task.Read,Task.Read,AUTHENTICATION_REQUIRED;DEVICE_REVOKED;FILE_ACCESS_DENIED;FORBIDDEN;INVALID_CREDENTIALS;OBJECT_NOT_VISIBLE;REFRESH_TOKEN_REUSE;SESSION_EXPIRED;SESSION_REVOKED,read-only,Не редактируется; значение отображается из ответа сервера.,dto_field_catalog.csv:Task.createdAt; openapi.yaml operation GET_api_v1_tasks_id
SCR-023,Полный редактор задачи,Серия повторения · Read-only value,GET_api_v1_tasks_id,GET,/api/v1/tasks/{id},—,Task,recurrenceSeriesId,string|null,uuid,False,True,True,False,—,—,response-only,—,Task.Read,Task.Read,AUTHENTICATION_REQUIRED;DEVICE_REVOKED;FILE_ACCESS_DENIED;FORBIDDEN;INVALID_CREDENTIALS;OBJECT_NOT_VISIBLE;REFRESH_TOKEN_REUSE;SESSION_EXPIRED;SESSION_REVOKED,"read-only, clearable-null",Не редактируется; значение отображается из ответа сервера.,dto_field_catalog.csv:Task.recurrenceSeriesId; openapi.yaml operation GET_api_v1_tasks_id
SCR-023,Полный редактор задачи,Начало UTC · Read-only value,GET_api_v1_tasks_id,GET,/api/v1/tasks/{id},—,Task,startAtUtc,string|null,date-time,False,True,True,False,—,—,response-only,—,Task.Read,Task.Read,AUTHENTICATION_REQUIRED;DEVICE_REVOKED;FILE_ACCESS_DENIED;FORBIDDEN;INVALID_CREDENTIALS;OBJECT_NOT_VISIBLE;REFRESH_TOKEN_REUSE;SESSION_EXPIRED;SESSION_REVOKED,"read-only, clearable-null",Не редактируется; значение отображается из ответа сервера.,dto_field_catalog.csv:Task.startAtUtc; openapi.yaml operation GET_api_v1_tasks_id
SCR-023,Полный редактор задачи,Статус · Read-only value,GET_api_v1_tasks_id,GET,/api/v1/tasks/{id},—,Task,status,string,—,True,False,True,False,"enum=[""new"", ""in_progress"", ""review"", ""completed"", ""cancelled""]",—,response-only,—,Task.Read,Task.Read,AUTHENTICATION_REQUIRED;DEVICE_REVOKED;FILE_ACCESS_DENIED;FORBIDDEN;INVALID_CREDENTIALS;OBJECT_NOT_VISIBLE;REFRESH_TOKEN_REUSE;SESSION_EXPIRED;SESSION_REVOKED,"read-only, required, lifecycle-aware",Не редактируется; значение отображается из ответа сервера.,dto_field_catalog.csv:Task.status; openapi.yaml operation GET_api_v1_tasks_id
SCR-023,Полный редактор задачи,Изменено · Read-only value,GET_api_v1_tasks_id,GET,/api/v1/tasks/{id},—,Task,updatedAt,string,date-time,False,False,True,False,—,—,response-only,—,Task.Read,Task.Read,AUTHENTICATION_REQUIRED;DEVICE_REVOKED;FILE_ACCESS_DENIED;FORBIDDEN;INVALID_CREDENTIALS;OBJECT_NOT_VISIBLE;REFRESH_TOKEN_REUSE;SESSION_EXPIRED;SESSION_REVOKED,read-only,Не редактируется; значение отображается из ответа сервера.,dto_field_catalog.csv:Task.updatedAt; openapi.yaml operation GET_api_v1_tasks_id
