"Matrix source row","Requirement","Type","Module","Requirement title","Resolution status","Traceability mode","Related OpenAPI operationIds","API operationId","API method","API path","Permission","Server handler planned","Screen Stage 3.5","FLOW Stage 3.5","Test type","Source evidence","Resolution rationale"
"wave-a.csv:258","AC-1441","AC","MOD-001","[STATE-007] Field contract: AdminResetPasswordRequest.expectedVersion respects type/required/nullable/limits/PATCH semantics","resolved","single-operation","POST_api_v1_auth_admin_reset_password","POST_api_v1_auth_admin_reset_password","POST","/api/v1/auth/admin-reset-password","User.ResetPassword","Task.Application.MOD-001.POST_api_v1_auth_admin_reset_passwordHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Boundary/contract UI","implementation_matrix.csv wave-a.csv:258 Source='openapi.yaml:AdminResetPasswordRequest.expectedVersion' (reference to an OpenAPI schema or parameter, no operationId); traceability 4.5 DATA-001 API cell='OpenAPI operations of module' (no operationId). Field contract confirmed against openapi.yaml: schema AdminResetPasswordRequest is referenced by the requestBody of exactly one operation, POST_api_v1_auth_admin_reset_password (POST /api/v1/auth/admin-reset-password); therefore the field contract of AdminResetPasswordRequest.expectedVersion applies to that single operation.","The source references openapi.yaml schema AdminResetPasswordRequest; requestBody usage analysis in openapi.yaml shows schema AdminResetPasswordRequest is consumed by exactly one operation, POST_api_v1_auth_admin_reset_password; single-operation link confirmed. Permission: User.ResetPassword."
"wave-a.csv:259","AC-1442","AC","MOD-001","[STATE-007] Field contract: AdminResetPasswordRequest.targetUserId respects type/required/nullable/limits/PATCH semantics","resolved","single-operation","POST_api_v1_auth_admin_reset_password","POST_api_v1_auth_admin_reset_password","POST","/api/v1/auth/admin-reset-password","User.ResetPassword","Task.Application.MOD-001.POST_api_v1_auth_admin_reset_passwordHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Boundary/contract UI","implementation_matrix.csv wave-a.csv:259 Source='openapi.yaml:AdminResetPasswordRequest.targetUserId' (reference to an OpenAPI schema or parameter, no operationId); traceability 4.5 DATA-001 API cell='OpenAPI operations of module' (no operationId). Field contract confirmed against openapi.yaml: schema AdminResetPasswordRequest is referenced by the requestBody of exactly one operation, POST_api_v1_auth_admin_reset_password (POST /api/v1/auth/admin-reset-password); therefore the field contract of AdminResetPasswordRequest.targetUserId applies to that single operation.","The source references openapi.yaml schema AdminResetPasswordRequest; requestBody usage analysis in openapi.yaml shows schema AdminResetPasswordRequest is consumed by exactly one operation, POST_api_v1_auth_admin_reset_password; single-operation link confirmed. Permission: User.ResetPassword."
"wave-a.csv:260","AC-1443","AC","MOD-001","[STATE-007] Field contract: LoginRequest.device respects type/required/nullable/limits/PATCH semantics","resolved","single-operation","POST_api_v1_auth_login","POST_api_v1_auth_login","POST","/api/v1/auth/login","[no x-permission declared]; request-body contract enforced at handler boundary","Task.Application.MOD-001.POST_api_v1_auth_loginHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Boundary/contract UI","implementation_matrix.csv wave-a.csv:260 Source='openapi.yaml:LoginRequest.device' (reference to an OpenAPI schema or parameter, no operationId); traceability 4.5 DATA-001 API cell='OpenAPI operations of module' (no operationId). Field contract confirmed against openapi.yaml: schema LoginRequest is referenced by the requestBody of exactly one operation, POST_api_v1_auth_login (POST /api/v1/auth/login); therefore the field contract of LoginRequest.device applies to that single operation.","The source references openapi.yaml schema LoginRequest; requestBody usage analysis in openapi.yaml shows schema LoginRequest is consumed by exactly one operation, POST_api_v1_auth_login; single-operation link confirmed. Permission: [no x-permission]; request-body contract enforced at handler boundary."
"wave-a.csv:261","AC-1444","AC","MOD-001","[STATE-007] Field contract: LogoutAllRequest.keepCurrentSession respects type/required/nullable/limits/PATCH semantics","resolved","single-operation","POST_api_v1_auth_logout_all","POST_api_v1_auth_logout_all","POST","/api/v1/auth/logout-all","[no x-permission declared]; request-body contract enforced at handler boundary","Task.Application.MOD-001.POST_api_v1_auth_logout_allHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Boundary/contract UI","implementation_matrix.csv wave-a.csv:261 Source='openapi.yaml:LogoutAllRequest.keepCurrentSession' (reference to an OpenAPI schema or parameter, no operationId); traceability 4.5 DATA-001 API cell='OpenAPI operations of module' (no operationId). Field contract confirmed against openapi.yaml: schema LogoutAllRequest is referenced by the requestBody of exactly one operation, POST_api_v1_auth_logout_all (POST /api/v1/auth/logout-all); therefore the field contract of LogoutAllRequest.keepCurrentSession applies to that single operation.","The source references openapi.yaml schema LogoutAllRequest; requestBody usage analysis in openapi.yaml shows schema LogoutAllRequest is consumed by exactly one operation, POST_api_v1_auth_logout_all; single-operation link confirmed. Permission: [no x-permission]; request-body contract enforced at handler boundary."
"wave-a.csv:262","AC-1445","AC","MOD-001","[STATE-007] Field contract: RefreshRequest.deviceKey respects type/required/nullable/limits/PATCH semantics","resolved","single-operation","POST_api_v1_auth_refresh","POST_api_v1_auth_refresh","POST","/api/v1/auth/refresh","[no x-permission declared]; request-body contract enforced at handler boundary","Task.Application.MOD-001.POST_api_v1_auth_refreshHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Boundary/contract UI","implementation_matrix.csv wave-a.csv:262 Source='openapi.yaml:RefreshRequest.deviceKey' (reference to an OpenAPI schema or parameter, no operationId); traceability 4.5 DATA-001 API cell='OpenAPI operations of module' (no operationId). Field contract confirmed against openapi.yaml: schema RefreshRequest is referenced by the requestBody of exactly one operation, POST_api_v1_auth_refresh (POST /api/v1/auth/refresh); therefore the field contract of RefreshRequest.deviceKey applies to that single operation.","The source references openapi.yaml schema RefreshRequest; requestBody usage analysis in openapi.yaml shows schema RefreshRequest is consumed by exactly one operation, POST_api_v1_auth_refresh; single-operation link confirmed. Permission: [no x-permission]; request-body contract enforced at handler boundary."
"wave-a.csv:263","AC-1446","AC","MOD-001","[STATE-007] Field contract: RefreshRequest.refreshToken respects type/required/nullable/limits/PATCH semantics","resolved","single-operation","POST_api_v1_auth_refresh","POST_api_v1_auth_refresh","POST","/api/v1/auth/refresh","[no x-permission declared]; request-body contract enforced at handler boundary","Task.Application.MOD-001.POST_api_v1_auth_refreshHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Boundary/contract UI","implementation_matrix.csv wave-a.csv:263 Source='openapi.yaml:RefreshRequest.refreshToken' (reference to an OpenAPI schema or parameter, no operationId); traceability 4.5 DATA-001 API cell='OpenAPI operations of module' (no operationId). Field contract confirmed against openapi.yaml: schema RefreshRequest is referenced by the requestBody of exactly one operation, POST_api_v1_auth_refresh (POST /api/v1/auth/refresh); therefore the field contract of RefreshRequest.refreshToken applies to that single operation.","The source references openapi.yaml schema RefreshRequest; requestBody usage analysis in openapi.yaml shows schema RefreshRequest is consumed by exactly one operation, POST_api_v1_auth_refresh; single-operation link confirmed. Permission: [no x-permission]; request-body contract enforced at handler boundary."
"wave-a.csv:264","AC-1828","AC","MOD-001","Permission denial for FR-001","resolved","single-operation","POST_api_v1_auth_admin_reset_password","POST_api_v1_auth_admin_reset_password","POST","/api/v1/auth/admin-reset-password","User.ResetPassword","Task.Application.MOD-001.POST_api_v1_auth_admin_reset_passwordHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Security/authorization","implementation_matrix.csv wave-a.csv:264 Source='OpenAPI `POST_api_v1_auth_admin_reset_password`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-001'; openapi.yaml operationId POST_api_v1_auth_admin_reset_password = POST /api/v1/auth/admin-reset-password; traceability 4.5 FR-001 Permission=User.ResetPassword","Source field of the matrix row confirms operationId POST_api_v1_auth_admin_reset_password; method and path verified in openapi.yaml; permission confirmed via traceability FR-001."
"wave-a.csv:265","AC-1849","AC","MOD-001","Stable error handling for FR-001","resolved","single-operation","POST_api_v1_auth_admin_reset_password","POST_api_v1_auth_admin_reset_password","POST","/api/v1/auth/admin-reset-password","User.ResetPassword","Task.Application.MOD-001.POST_api_v1_auth_admin_reset_passwordHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Error handling","implementation_matrix.csv wave-a.csv:265 Source='OpenAPI `POST_api_v1_auth_admin_reset_password`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-001'; openapi.yaml operationId POST_api_v1_auth_admin_reset_password = POST /api/v1/auth/admin-reset-password; traceability 4.5 FR-001 Permission=User.ResetPassword","Source field of the matrix row confirms operationId POST_api_v1_auth_admin_reset_password; method and path verified in openapi.yaml; permission confirmed via traceability FR-001."
"wave-a.csv:267","AC-1891","AC","MOD-001","Audit evidence for FR-001","resolved","single-operation","POST_api_v1_auth_admin_reset_password","POST_api_v1_auth_admin_reset_password","POST","/api/v1/auth/admin-reset-password","User.ResetPassword","Task.Application.MOD-001.POST_api_v1_auth_admin_reset_passwordHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Audit/security","implementation_matrix.csv wave-a.csv:267 Source='OpenAPI `POST_api_v1_auth_admin_reset_password`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-001'; openapi.yaml operationId POST_api_v1_auth_admin_reset_password = POST /api/v1/auth/admin-reset-password; traceability 4.5 FR-001 Permission=User.ResetPassword","Source field of the matrix row confirms operationId POST_api_v1_auth_admin_reset_password; method and path verified in openapi.yaml; permission confirmed via traceability FR-001."
"wave-a.csv:268","AC-1923","AC","MOD-001","Permission denial for FR-002","resolved","single-operation","POST_api_v1_auth_change_password","POST_api_v1_auth_change_password","POST","/api/v1/auth/change-password","Authenticated","Task.Application.MOD-001.POST_api_v1_auth_change_passwordHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Security/authorization","implementation_matrix.csv wave-a.csv:268 Source='OpenAPI `POST_api_v1_auth_change_password`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-001'; openapi.yaml operationId POST_api_v1_auth_change_password = POST /api/v1/auth/change-password; traceability 4.5 FR-002 Permission=Authenticated","Source field of the matrix row confirms operationId POST_api_v1_auth_change_password; method and path verified in openapi.yaml; permission confirmed via traceability FR-002."
"wave-a.csv:269","AC-1924","AC","MOD-001","Permission denial for FR-003","resolved","single-operation","POST_api_v1_auth_login","POST_api_v1_auth_login","POST","/api/v1/auth/login","Anonymous","Task.Application.MOD-001.POST_api_v1_auth_loginHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Security/authorization","implementation_matrix.csv wave-a.csv:269 Source='OpenAPI `POST_api_v1_auth_login`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-001'; openapi.yaml operationId POST_api_v1_auth_login = POST /api/v1/auth/login; traceability 4.5 FR-003 Permission=Anonymous","Source field of the matrix row confirms operationId POST_api_v1_auth_login; method and path verified in openapi.yaml; permission confirmed via traceability FR-003."
"wave-a.csv:270","AC-1925","AC","MOD-001","Permission denial for FR-004","resolved","single-operation","GET_api_v1_auth_login_attempts","GET_api_v1_auth_login_attempts","GET","/api/v1/auth/login-attempts","SecurityAudit.Read","Task.Application.MOD-001.GET_api_v1_auth_login_attemptsHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Security/authorization","implementation_matrix.csv wave-a.csv:270 Source='OpenAPI `GET_api_v1_auth_login_attempts`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-001'; openapi.yaml operationId GET_api_v1_auth_login_attempts = GET /api/v1/auth/login-attempts; traceability 4.5 FR-004 Permission=SecurityAudit.Read","Source field of the matrix row confirms operationId GET_api_v1_auth_login_attempts; method and path verified in openapi.yaml; permission confirmed via traceability FR-004."
"wave-a.csv:271","AC-1926","AC","MOD-001","Permission denial for FR-005","resolved","single-operation","POST_api_v1_auth_logout","POST_api_v1_auth_logout","POST","/api/v1/auth/logout","Authenticated","Task.Application.MOD-001.POST_api_v1_auth_logoutHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Security/authorization","implementation_matrix.csv wave-a.csv:271 Source='OpenAPI `POST_api_v1_auth_logout`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-001'; openapi.yaml operationId POST_api_v1_auth_logout = POST /api/v1/auth/logout; traceability 4.5 FR-005 Permission=Authenticated","Source field of the matrix row confirms operationId POST_api_v1_auth_logout; method and path verified in openapi.yaml; permission confirmed via traceability FR-005."
"wave-a.csv:272","AC-1927","AC","MOD-001","Permission denial for FR-006","resolved","single-operation","POST_api_v1_auth_logout_all","POST_api_v1_auth_logout_all","POST","/api/v1/auth/logout-all","Authenticated","Task.Application.MOD-001.POST_api_v1_auth_logout_allHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Security/authorization","implementation_matrix.csv wave-a.csv:272 Source='OpenAPI `POST_api_v1_auth_logout_all`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-001'; openapi.yaml operationId POST_api_v1_auth_logout_all = POST /api/v1/auth/logout-all; traceability 4.5 FR-006 Permission=Authenticated","Source field of the matrix row confirms operationId POST_api_v1_auth_logout_all; method and path verified in openapi.yaml; permission confirmed via traceability FR-006."
"wave-a.csv:273","AC-1928","AC","MOD-001","Permission denial for FR-007","resolved","single-operation","POST_api_v1_auth_refresh","POST_api_v1_auth_refresh","POST","/api/v1/auth/refresh","Anonymous.SessionRefresh","Task.Application.MOD-001.POST_api_v1_auth_refreshHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Security/authorization","implementation_matrix.csv wave-a.csv:273 Source='OpenAPI `POST_api_v1_auth_refresh`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-001'; openapi.yaml operationId POST_api_v1_auth_refresh = POST /api/v1/auth/refresh; traceability 4.5 FR-007 Permission=Anonymous.SessionRefresh","Source field of the matrix row confirms operationId POST_api_v1_auth_refresh; method and path verified in openapi.yaml; permission confirmed via traceability FR-007."
"wave-a.csv:274","AC-1929","AC","MOD-001","Permission denial for FR-008","resolved","single-operation","GET_api_v1_auth_session","GET_api_v1_auth_session","GET","/api/v1/auth/session","Authenticated","Task.Application.MOD-001.GET_api_v1_auth_sessionHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Security/authorization","implementation_matrix.csv wave-a.csv:274 Source='OpenAPI `GET_api_v1_auth_session`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-001'; openapi.yaml operationId GET_api_v1_auth_session = GET /api/v1/auth/session; traceability 4.5 FR-008 Permission=Authenticated","Source field of the matrix row confirms operationId GET_api_v1_auth_session; method and path verified in openapi.yaml; permission confirmed via traceability FR-008."
"wave-a.csv:275","AC-1930","AC","MOD-001","Permission denial for FR-009","resolved","single-operation","GET_api_v1_auth_sessions","GET_api_v1_auth_sessions","GET","/api/v1/auth/sessions","Session.ReadOwnOrAll","Task.Application.MOD-001.GET_api_v1_auth_sessionsHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Security/authorization","implementation_matrix.csv wave-a.csv:275 Source='OpenAPI `GET_api_v1_auth_sessions`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-001'; openapi.yaml operationId GET_api_v1_auth_sessions = GET /api/v1/auth/sessions; traceability 4.5 FR-009 Permission=Session.ReadOwnOrAll","Source field of the matrix row confirms operationId GET_api_v1_auth_sessions; method and path verified in openapi.yaml; permission confirmed via traceability FR-009."
"wave-a.csv:276","AC-1931","AC","MOD-001","Permission denial for FR-010","resolved","single-operation","POST_api_v1_auth_sessions_sessionId_revoke","POST_api_v1_auth_sessions_sessionId_revoke","POST","/api/v1/auth/sessions/{sessionId}/revoke","Session.RevokeOwnOrAll","Task.Application.MOD-001.POST_api_v1_auth_sessions_sessionId_revokeHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Security/authorization","implementation_matrix.csv wave-a.csv:276 Source='OpenAPI `POST_api_v1_auth_sessions_sessionId_revoke`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-001'; openapi.yaml operationId POST_api_v1_auth_sessions_sessionId_revoke = POST /api/v1/auth/sessions/{sessionId}/revoke; traceability 4.5 FR-010 Permission=Session.RevokeOwnOrAll","Source field of the matrix row confirms operationId POST_api_v1_auth_sessions_sessionId_revoke; method and path verified in openapi.yaml; permission confirmed via traceability FR-010."
"wave-a.csv:277","AC-1932","AC","MOD-001","Permission denial for FR-242","unresolved","unresolved","","","","","","","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Security/authorization","implementation_matrix.csv wave-a.csv:277 title='Permission denial for FR-242'; traceability 4.5 FR-242 API cell='Desktop-only; использует существующие read/command API при необходимости'.","AC remains genuinely unresolved: parent FR is Desktop-only (api=no_api in implementation_matrix) and traceability 4.5 API cell 'Desktop-only; использует существующие read/command API при необходимости' names no concrete operationId or endpoint, so no provable operation set exists to bind this requirement to."
"wave-a.csv:278","AC-2181","AC","MOD-001","Stable error handling for FR-002","resolved","single-operation","POST_api_v1_auth_change_password","POST_api_v1_auth_change_password","POST","/api/v1/auth/change-password","Authenticated","Task.Application.MOD-001.POST_api_v1_auth_change_passwordHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Error handling","implementation_matrix.csv wave-a.csv:278 Source='OpenAPI `POST_api_v1_auth_change_password`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-001'; openapi.yaml operationId POST_api_v1_auth_change_password = POST /api/v1/auth/change-password; traceability 4.5 FR-002 Permission=Authenticated","Source field of the matrix row confirms operationId POST_api_v1_auth_change_password; method and path verified in openapi.yaml; permission confirmed via traceability FR-002."
"wave-a.csv:279","AC-2182","AC","MOD-001","Stable error handling for FR-003","resolved","single-operation","POST_api_v1_auth_login","POST_api_v1_auth_login","POST","/api/v1/auth/login","Anonymous","Task.Application.MOD-001.POST_api_v1_auth_loginHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Error handling","implementation_matrix.csv wave-a.csv:279 Source='OpenAPI `POST_api_v1_auth_login`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-001'; openapi.yaml operationId POST_api_v1_auth_login = POST /api/v1/auth/login; traceability 4.5 FR-003 Permission=Anonymous","Source field of the matrix row confirms operationId POST_api_v1_auth_login; method and path verified in openapi.yaml; permission confirmed via traceability FR-003."
"wave-a.csv:280","AC-2183","AC","MOD-001","Stable error handling for FR-004","resolved","single-operation","GET_api_v1_auth_login_attempts","GET_api_v1_auth_login_attempts","GET","/api/v1/auth/login-attempts","SecurityAudit.Read","Task.Application.MOD-001.GET_api_v1_auth_login_attemptsHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Error handling","implementation_matrix.csv wave-a.csv:280 Source='OpenAPI `GET_api_v1_auth_login_attempts`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-001'; openapi.yaml operationId GET_api_v1_auth_login_attempts = GET /api/v1/auth/login-attempts; traceability 4.5 FR-004 Permission=SecurityAudit.Read","Source field of the matrix row confirms operationId GET_api_v1_auth_login_attempts; method and path verified in openapi.yaml; permission confirmed via traceability FR-004."
"wave-a.csv:281","AC-2184","AC","MOD-001","Stable error handling for FR-005","resolved","single-operation","POST_api_v1_auth_logout","POST_api_v1_auth_logout","POST","/api/v1/auth/logout","Authenticated","Task.Application.MOD-001.POST_api_v1_auth_logoutHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Error handling","implementation_matrix.csv wave-a.csv:281 Source='OpenAPI `POST_api_v1_auth_logout`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-001'; openapi.yaml operationId POST_api_v1_auth_logout = POST /api/v1/auth/logout; traceability 4.5 FR-005 Permission=Authenticated","Source field of the matrix row confirms operationId POST_api_v1_auth_logout; method and path verified in openapi.yaml; permission confirmed via traceability FR-005."
"wave-a.csv:282","AC-2185","AC","MOD-001","Stable error handling for FR-006","resolved","single-operation","POST_api_v1_auth_logout_all","POST_api_v1_auth_logout_all","POST","/api/v1/auth/logout-all","Authenticated","Task.Application.MOD-001.POST_api_v1_auth_logout_allHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Error handling","implementation_matrix.csv wave-a.csv:282 Source='OpenAPI `POST_api_v1_auth_logout_all`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-001'; openapi.yaml operationId POST_api_v1_auth_logout_all = POST /api/v1/auth/logout-all; traceability 4.5 FR-006 Permission=Authenticated","Source field of the matrix row confirms operationId POST_api_v1_auth_logout_all; method and path verified in openapi.yaml; permission confirmed via traceability FR-006."
"wave-a.csv:283","AC-2186","AC","MOD-001","Stable error handling for FR-007","resolved","single-operation","POST_api_v1_auth_refresh","POST_api_v1_auth_refresh","POST","/api/v1/auth/refresh","Anonymous.SessionRefresh","Task.Application.MOD-001.POST_api_v1_auth_refreshHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Error handling","implementation_matrix.csv wave-a.csv:283 Source='OpenAPI `POST_api_v1_auth_refresh`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-001'; openapi.yaml operationId POST_api_v1_auth_refresh = POST /api/v1/auth/refresh; traceability 4.5 FR-007 Permission=Anonymous.SessionRefresh","Source field of the matrix row confirms operationId POST_api_v1_auth_refresh; method and path verified in openapi.yaml; permission confirmed via traceability FR-007."
"wave-a.csv:284","AC-2187","AC","MOD-001","Stable error handling for FR-008","resolved","single-operation","GET_api_v1_auth_session","GET_api_v1_auth_session","GET","/api/v1/auth/session","Authenticated","Task.Application.MOD-001.GET_api_v1_auth_sessionHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Error handling","implementation_matrix.csv wave-a.csv:284 Source='OpenAPI `GET_api_v1_auth_session`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-001'; openapi.yaml operationId GET_api_v1_auth_session = GET /api/v1/auth/session; traceability 4.5 FR-008 Permission=Authenticated","Source field of the matrix row confirms operationId GET_api_v1_auth_session; method and path verified in openapi.yaml; permission confirmed via traceability FR-008."
"wave-a.csv:285","AC-2188","AC","MOD-001","Stable error handling for FR-009","resolved","single-operation","GET_api_v1_auth_sessions","GET_api_v1_auth_sessions","GET","/api/v1/auth/sessions","Session.ReadOwnOrAll","Task.Application.MOD-001.GET_api_v1_auth_sessionsHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Error handling","implementation_matrix.csv wave-a.csv:285 Source='OpenAPI `GET_api_v1_auth_sessions`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-001'; openapi.yaml operationId GET_api_v1_auth_sessions = GET /api/v1/auth/sessions; traceability 4.5 FR-009 Permission=Session.ReadOwnOrAll","Source field of the matrix row confirms operationId GET_api_v1_auth_sessions; method and path verified in openapi.yaml; permission confirmed via traceability FR-009."
"wave-a.csv:286","AC-2189","AC","MOD-001","Stable error handling for FR-010","resolved","single-operation","POST_api_v1_auth_sessions_sessionId_revoke","POST_api_v1_auth_sessions_sessionId_revoke","POST","/api/v1/auth/sessions/{sessionId}/revoke","Session.RevokeOwnOrAll","Task.Application.MOD-001.POST_api_v1_auth_sessions_sessionId_revokeHandler","SCR-001 Вход; SCR-002 Подключение к серверу; SCR-006 Сессия прервана; SCR-161 Мои devices и sessions","FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии","Error handling","implementation_matrix.csv wave-a.csv:286 Source='OpenAPI `POST_api_v1_auth_sessions_sessionId_revoke`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-001'; openapi.yaml operationId POST_api_v1_auth_sessions_sessionId_revoke = POST /api/v1/auth/sessions/{sessionId}/revoke; traceability 4.5 FR-010 Permission=Session.RevokeOwnOrAll","Source field of the matrix row confirms operationId POST_api_v1_auth_sessions_sessionId_revoke; method and path verified in openapi.yaml; permission confirmed via traceability FR-010."
